Time,Open,High,Low,Close,Volume
2025-03-03 08:43:00,2465.84,2470.0,2465.52,2469.81,268.6631
2025-03-03 08:44:00,2469.82,2469.82,2466.13,2467.96,427.1457
2025-03-03 08:45:00,2467.97,2467.99,2458.66,2463.18,2960.7384
2025-03-03 08:46:00,2463.18,2464.52,2461.0,2464.37,429.9684
2025-03-03 08:47:00,2464.37,2465.54,2461.61,2461.99,317.1143
2025-03-03 08:48:00,2461.99,2465.1,2461.51,2461.51,308.2575
2025-03-03 08:49:00,2461.51,2462.51,2457.82,2458.68,420.7572
2025-03-03 08:50:00,2458.68,2463.13,2458.35,2462.66,316.0519
2025-03-03 08:51:00,2462.67,2462.67,2458.95,2461.18,229.7365
2025-03-03 08:52:00,2461.18,2461.18,2458.29,2460.96,222.303
2025-03-03 08:53:00,2460.97,2461.31,2458.55,2459.98,205.4498
2025-03-03 08:54:00,2459.99,2463.31,2459.99,2461.08,184.4526
2025-03-03 08:55:00,2461.08,2466.16,2460.94,2463.83,388.082
2025-03-03 08:56:00,2463.84,2463.84,2459.51,2459.53,436.7989
2025-03-03 08:57:00,2459.52,2460.43,2457.09,2460.43,231.8185
2025-03-03 08:58:00,2460.43,2462.39,2459.34,2459.78,219.8509
2025-03-03 08:59:00,2459.78,2460.5,2458.51,2458.8,286.2804
2025-03-03 09:00:00,2458.8,2461.5,2455.92,2456.28,321.6669
2025-03-03 09:01:00,2456.29,2459.9,2455.63,2459.31,603.0821
2025-03-03 09:02:00,2459.32,2460.55,2457.09,2457.64,328.0793
2025-03-03 09:03:00,2457.66,2459.99,2452.0,2452.72,376.3957
2025-03-03 09:04:00,2452.72,2454.92,2451.61,2452.0,333.0993
2025-03-03 09:05:00,2452.0,2452.2,2445.47,2446.12,2356.3249
2025-03-03 09:06:00,2446.06,2447.1,2436.9,2443.43,2511.3428
2025-03-03 09:07:00,2443.44,2445.28,2439.56,2442.0,723.0341
2025-03-03 09:08:00,2441.99,2442.0,2440.0,2441.15,693.3885
2025-03-03 09:09:00,2441.14,2441.6,2438.2,2440.41,1133.267
2025-03-03 09:10:00,2440.5,2441.69,2438.94,2441.66,694.0695
2025-03-03 09:11:00,2441.66,2444.9,2436.48,2441.09,2127.637
2025-03-03 09:12:00,2441.09,2443.2,2438.25,2438.25,631.1507
2025-03-03 09:13:00,2438.25,2444.59,2437.58,2442.4,630.7082
2025-03-03 09:14:00,2442.39,2443.79,2440.2,2442.48,448.2995
2025-03-03 09:15:00,2442.48,2445.0,2440.29,2444.76,457.0605
2025-03-03 09:16:00,2444.76,2444.76,2438.88,2439.2,556.8544
2025-03-03 09:17:00,2439.2,2441.48,2435.73,2435.74,469.6663
2025-03-03 09:18:00,2435.74,2442.39,2435.34,2441.45,597.6672
2025-03-03 09:19:00,2441.45,2444.9,2441.45,2442.35,423.4072
2025-03-03 09:20:00,2442.34,2444.4,2440.58,2440.58,303.3897
2025-03-03 09:21:00,2440.58,2442.01,2436.79,2436.79,458.1561
2025-03-03 09:22:00,2436.79,2437.5,2431.43,2432.99,1286.2359
2025-03-03 09:23:00,2433.0,2433.72,2428.62,2432.13,708.8003
2025-03-03 09:24:00,2432.13,2435.7,2432.0,2433.95,307.3131
2025-03-03 09:25:00,2434.14,2434.82,2429.14,2429.91,278.7473
2025-03-03 09:26:00,2429.91,2432.88,2422.0,2424.7,1398.3862
2025-03-03 09:27:00,2424.7,2426.65,2422.11,2422.27,611.5664
2025-03-03 09:28:00,2422.27,2425.1,2418.67,2423.51,738.0749
2025-03-03 09:29:00,2423.52,2425.82,2419.73,2420.7,502.5666
2025-03-03 09:30:00,2420.7,2425.0,2420.62,2421.13,1053.8853
2025-03-03 09:31:00,2421.12,2428.68,2421.12,2426.91,1607.852
2025-03-03 09:32:00,2426.91,2428.93,2426.84,2428.34,356.046
2025-03-03 09:33:00,2428.35,2433.6,2428.24,2431.69,620.8126
2025-03-03 09:34:00,2431.69,2436.19,2431.15,2435.29,415.4181
2025-03-03 09:35:00,2435.29,2438.99,2433.17,2437.49,723.0925
2025-03-03 09:36:00,2437.5,2441.37,2437.1,2438.22,688.4126
2025-03-03 09:37:00,2438.21,2438.32,2435.68,2436.56,332.1321
2025-03-03 09:38:00,2436.56,2439.78,2434.17,2435.79,926.2368
2025-03-03 09:39:00,2435.79,2438.52,2435.76,2436.89,200.9671
2025-03-03 09:40:00,2436.89,2439.79,2436.16,2436.91,297.1907
2025-03-03 09:41:00,2436.9,2440.6,2436.6,2440.51,200.3105
2025-03-03 09:42:00,2440.52,2443.73,2439.61,2439.61,479.7962
2025-03-03 09:43:00,2439.6,2440.94,2437.9,2437.93,311.6964
2025-03-03 09:44:00,2437.93,2440.59,2437.92,2439.41,247.3076
2025-03-03 09:45:00,2439.41,2442.1,2439.36,2439.82,339.7208
2025-03-03 09:46:00,2439.82,2443.9,2437.55,2443.86,413.5386
2025-03-03 09:47:00,2443.86,2451.0,2443.73,2447.62,1445.0151
2025-03-03 09:48:00,2447.62,2447.63,2444.43,2447.1,225.8063
2025-03-03 09:49:00,2447.09,2447.1,2443.21,2444.1,178.3501
2025-03-03 09:50:00,2444.1,2444.42,2441.64,2444.42,199.0942
2025-03-03 09:51:00,2444.42,2445.07,2443.26,2444.4,75.2394
2025-03-03 09:52:00,2444.41,2447.62,2444.01,2447.41,799.174
2025-03-03 09:53:00,2447.4,2447.8,2444.4,2445.0,109.8619
2025-03-03 09:54:00,2444.99,2444.99,2443.21,2443.29,101.5873
2025-03-03 09:55:00,2443.29,2444.7,2442.6,2444.7,140.9504
2025-03-03 09:56:00,2444.69,2444.7,2443.45,2444.5,174.7498
2025-03-03 09:57:00,2444.51,2446.74,2444.31,2445.72,129.8642
2025-03-03 09:58:00,2445.71,2447.99,2444.5,2447.99,238.654
2025-03-03 09:59:00,2447.99,2448.25,2446.87,2447.48,286.8701
2025-03-03 10:00:00,2447.49,2449.79,2447.49,2449.38,169.3935
2025-03-03 10:01:00,2449.38,2452.5,2449.38,2450.04,429.2122
2025-03-03 10:02:00,2450.04,2455.7,2450.04,2454.99,409.6174
2025-03-03 10:03:00,2454.99,2454.99,2449.54,2449.54,396.6889
2025-03-03 10:04:00,2449.54,2449.55,2445.97,2446.8,583.1282
2025-03-03 10:05:00,2446.8,2446.86,2444.1,2444.47,223.176
2025-03-03 10:06:00,2444.47,2445.23,2443.21,2443.5,143.8619
2025-03-03 10:07:00,2443.5,2443.5,2440.11,2440.11,282.3124
2025-03-03 10:08:00,2440.1,2440.9,2438.02,2440.65,294.1159
2025-03-03 10:09:00,2440.66,2442.2,2438.5,2442.2,206.3108
2025-03-03 10:10:00,2442.2,2443.0,2440.6,2441.9,133.9413
2025-03-03 10:11:00,2441.89,2443.11,2440.85,2442.21,188.0184
2025-03-03 10:12:00,2442.21,2443.49,2441.6,2443.47,199.7873
2025-03-03 10:13:00,2443.48,2445.29,2440.62,2440.62,207.4801
2025-03-03 10:14:00,2440.62,2440.62,2437.36,2439.4,820.2792
2025-03-03 10:15:00,2439.4,2441.11,2437.35,2440.99,668.7813
2025-03-03 10:16:00,2440.99,2441.2,2435.71,2436.24,504.7415
2025-03-03 10:17:00,2436.24,2439.82,2435.92,2439.0,545.6302
2025-03-03 10:29:00,2433.23,2434.5,2432.16,2432.52,273.9196
