Time,Open,High,Low,Close,Volume
2025-03-03 08:15:00,2461.69,2462.69,2459.67,2460.15,765.4909
2025-03-03 08:16:00,2460.15,2461.51,2457.39,2461.5,702.7377
2025-03-03 08:17:00,2461.51,2461.72,2453.81,2455.85,695.672
2025-03-03 08:18:00,2455.86,2455.86,2451.56,2452.55,873.3425
2025-03-03 08:19:00,2452.55,2460.7,2452.55,2460.7,449.0707
2025-03-03 08:20:00,2460.71,2461.0,2457.86,2459.1,217.761
2025-03-03 08:21:00,2459.09,2465.02,2458.0,2463.61,366.2722
2025-03-03 08:22:00,2463.61,2466.34,2463.61,2466.33,263.5295
2025-03-03 08:23:00,2466.34,2466.57,2464.63,2466.11,157.5269
2025-03-03 08:24:00,2466.11,2467.48,2462.49,2462.49,473.1418
2025-03-03 08:25:00,2462.47,2462.47,2455.66,2456.47,256.436
2025-03-03 08:26:00,2456.47,2461.46,2456.47,2461.46,348.5209
2025-03-03 08:27:00,2461.47,2463.5,2458.51,2459.0,411.1098
2025-03-03 08:28:00,2458.99,2459.8,2456.52,2459.59,361.527
2025-03-03 08:29:00,2459.59,2460.54,2457.48,2460.54,260.3643
2025-03-03 08:30:00,2460.55,2462.82,2458.22,2458.42,329.0136
2025-03-03 08:31:00,2458.43,2461.86,2457.0,2459.89,300.8783
2025-03-03 08:32:00,2459.89,2461.16,2457.28,2457.74,155.3448
2025-03-03 08:33:00,2457.75,2460.71,2457.21,2459.13,287.1435
2025-03-03 08:34:00,2459.13,2459.13,2455.53,2455.53,219.4948
2025-03-03 08:35:00,2455.54,2455.67,2452.92,2453.32,341.5093
2025-03-03 08:36:00,2453.32,2454.27,2450.52,2450.93,346.0385
2025-03-03 08:37:00,2450.93,2453.9,2450.93,2453.9,443.59
2025-03-03 08:38:00,2453.9,2455.64,2453.88,2455.64,304.4019
2025-03-03 08:39:00,2455.64,2462.87,2455.64,2462.87,470.008
2025-03-03 08:40:00,2462.87,2463.81,2460.91,2463.8,269.7902
2025-03-03 08:41:00,2463.8,2466.34,2463.0,2465.54,579.2199
2025-03-03 08:42:00,2465.54,2467.3,2465.5,2465.84,392.5812
