Time,Open,High,Low,Close,Volume
2025-03-02 00:39:00,2195.92,2198.3,2194.51,2198.14,272.964
2025-03-02 00:40:00,2198.14,2199.99,2198.11,2199.99,307.6194
2025-03-02 00:41:00,2200.0,2200.59,2198.6,2200.24,268.0193
2025-03-02 00:42:00,2200.24,2200.85,2199.2,2200.5,249.208
2025-03-02 00:43:00,2200.51,2201.75,2199.82,2200.52,200.8122
2025-03-02 00:44:00,2200.69,2200.69,2199.22,2200.0,209.7182
2025-03-02 00:45:00,2199.99,2200.66,2198.8,2199.69,284.4755
2025-03-02 00:46:00,2199.69,2201.4,2199.2,2201.1,228.6023
2025-03-02 00:47:00,2201.11,2201.4,2198.2,2198.38,263.1223
2025-03-02 00:48:00,2198.39,2199.69,2197.01,2199.46,229.6298
2025-03-02 00:49:00,2199.46,2200.51,2198.9,2200.31,566.5394
2025-03-02 00:50:00,2200.3,2201.2,2198.9,2199.26,185.1361
2025-03-02 00:51:00,2199.29,2200.67,2198.92,2200.24,229.5676
2025-03-02 00:52:00,2200.24,2201.7,2200.22,2200.81,229.0243
2025-03-02 00:53:00,2200.81,2200.81,2199.1,2199.8,64.6848
2025-03-02 00:54:00,2199.81,2200.3,2198.0,2198.01,130.701
2025-03-02 00:55:00,2198.01,2198.74,2196.48,2197.97,119.0533
2025-03-02 00:56:00,2197.98,2199.1,2197.0,2198.9,111.0359
