Time,Open,High,Low,Close,Volume
2025-03-02 00:39:00,85111.93,85143.99,85096.76,85127.37,9.85799
2025-03-02 00:40:00,85127.38,85159.26,85104.46,85148.0,9.2427
2025-03-02 00:41:00,85148.0,85215.2,85145.86,85205.51,13.01739
2025-03-02 00:42:00,85205.5,85228.34,85189.36,85228.33,9.67548
2025-03-02 00:43:00,85228.33,85254.71,85218.01,85242.55,8.43028
2025-03-02 00:44:00,85242.55,85245.24,85242.55,85242.62,5.32412
2025-03-02 00:45:00,85242.61,85276.25,85242.61,85263.56,14.30687
2025-03-02 00:46:00,85263.57,85313.98,85250.01,85293.99,17.37908
2025-03-02 00:47:00,85294.0,85308.22,85194.0,85194.01,15.79467
2025-03-02 00:48:00,85194.01,85296.67,85194.0,85296.67,9.10218
2025-03-02 00:49:00,85296.67,85321.0,85274.82,85320.99,5.57577
